AGI,logFC,logCPM,LR,PValue,FDR,symbol2,full_name
AT2G36500,0.8438739485936375,1.9615624779207643,14.978904067491303,1.0871982537906532e-4,0.001180076739131205,NA,NA
AT5G54230,-0.8847124711948556,3.1999805073945535,14.978149518946466,1.0876330812256997e-4,0.001180076739131205,AtMYB49;MYB49,myb domain protein 49;myb domain protein 49
AT1G54890,-0.7068234294910027,5.569681310225186,14.978132490035213,1.0876428965803648e-4,0.001180076739131205,NA,NA
AT3G44290,1.8679924984578036,-0.9613241537946658,14.969219529838433,1.0927925238587925e-4,0.0011852812907263766,ANAC060;ANAC60;NAC060;NTL5,NAC domain containing protein 60;NA;NAC domain containing protein 60;NA
AT5G67430,2.5662744156025465,2.1159010933833073,14.965295172993809,1.0950676678372684e-4,0.0011873657236098063,NA,NA
AT5G24030,-1.0720357830782998,6.6365425310061115,14.963966744455831,1.0958389032123182e-4,0.0011878186717980746,SLAH3,SLAC1 homologue 3
AT2G41570,-3.285494007617491,-0.9553482475441464,14.951999612027581,1.1028112600924664e-4,0.0011949907759312177,NA,NA
AT5G14070,-1.3922612736417639,2.1078904693174083,14.946740026530874,1.1058897368248871e-4,0.0011979402623078614,ROXY2,"NA"
AT2G16760,1.5856602275294214,4.54147043830998,14.945427051206764,1.1066595797672701e-4,0.0011983878568913892,NA,NA
AT4G30720,-0.5424859307303954,3.696479218663131,14.942341576867463,1.1084708241759375e-4,0.0011999625204239645,PDE327,PIGMENT DEFECTIVE 327
AT5G06200,0.838768218708838,4.706763608919444,14.939378269412515,1.1102131626156982e-4,0.0012014616003289112,CASP4,Casparian strip membrane domain protein 4
AT4G22270,0.7599359044547398,4.087747693372727,14.933942404814434,1.113416461892881e-4,0.0012045402431591946,ATMRB1;MRB1,ARABIDOPSIS MEMBRANE RELATED BIGGER1;MEMBRANE RELATED BIGGER1
AT1G70860,-0.972572053724757,4.762402825648179,14.924778404678616,1.1188377884299287e-4,0.0012100156860901984,NA,NA
AT2G33340,-0.4273337786694391,7.287197602448216,14.920121849199635,1.1216027303856456e-4,0.0012126156675166815,MAC3B;PUB60,MOS4-associated  complex 3B;Plant U-box 60
AT1G03820,-0.777800212128152,6.270609775472484,14.916780917373258,1.1235907254812125e-4,0.0012143742540244354,NA,NA
AT5G19700,-2.9601239921259657,4.6807480246953626,14.912864481067569,1.1259256861386122e-4,0.001216101126013399,ELS1,EARLY LEAF SENESCENCE 1
AT5G22340,-0.7489935158098675,3.076209068618727,14.912618572826343,1.1260724583125568e-4,0.001216101126013399,NA,NA
AT1G79500,-0.49209317694409027,4.640308680362963,14.912280550554438,1.1262742408647394e-4,0.001216101126013399,AtkdsA1;KDO8PS,NA;3-Deoxy-D-manno-octulosonate 8-phosphate synthase
AT2G32300,0.7747884017249924,5.6561499505051644,14.908645237053408,1.1284466447055225e-4,0.0012180553856535486,UCC1,uclacyanin 1
AT1G72090,-0.5253943425983921,5.263699620947219,14.907236593608438,1.1292895602935491e-4,0.0012185737894985177,NA,NA
AT2G30210,1.067002477528937,6.800465545296748,14.901204165711988,1.1329064680143913e-4,0.0012220842098946895,LAC3,laccase 3
AT1G26660,-0.5815932050676508,3.354200854175742,14.891000156991309,1.1390511246749859e-4,0.0012281217965853229,NA,NA
AT3G53450,1.1735365138780383,1.0074430461608253,14.890658959698502,1.1392571656719666e-4,0.0012281217965853229,LOG4,LONELY GUY 4
AT4G18650,-5.671692124077551,-1.7296605504235056,14.89009145261729,1.1395999529054927e-4,0.0012281217965853229,DOGL4,DOG1-Like 4
AT2G37650,0.5512260863877434,4.17256097094722,14.889414210322089,1.1400091585832977e-4,0.0012281688921678732,NA,NA
AT1G02575,1.225007649010685,2.485051061017372,14.886835948105455,1.1415683588353555e-4,0.0012294544869738979,NA,NA
AT1G76010,-0.4256042456840469,7.724395863888601,14.882930810923483,1.1439340735093521e-4,0.0012313949384074722,ALBA1;Atalba1,NA;NA
AT1G26730,-0.7379968593595712,3.2133618406373943,14.882652223632647,1.1441030288995084e-4,0.0012313949384074722,NA,NA
AT1G06370,-0.8114529534307194,1.8903916616920697,14.877110782058875,1.1474689817914344e-4,0.0012346222454740882,NA,NA
AT2G43535,-1.8809167139171474,5.159914759779722,14.875295094371133,1.148574023729645e-4,0.001235310901579518,NA,NA
AT1G43020,0.7053845832131869,3.500991571734509,14.87485129684781,1.14884428529135e-4,0.001235310901579518,NA,NA
AT5G59220,1.357782191489805,1.3454278949301197,14.870020729697757,1.1517901229489151e-4,0.0012380822684366424,HAI1;SAG113,highly ABA-induced PP2C gene 1;senescence associated gene 113
AT4G32140,0.45155955180908774,5.370313533124067,14.860725603505152,1.1574800032222566e-4,0.001243800545835442,NA,NA
AT1G05470,-0.6281031898618111,4.9569234499610095,14.85188126797685,1.162920204897292e-4,0.001249246954122724,CVP2,COTYLEDON VASCULAR PATTERN 2
AT1G01090,0.4708246064234577,7.519011760202872,14.848288127842977,1.165137711403288e-4,0.0012512290629138154,PDH-E1 ALPHA,pyruvate dehydrogenase E1 alpha
AT5G60860,0.7630208133278709,2.6429569132333564,14.843622990298169,1.1680231528428484e-4,0.0012539269642755718,AtRABA1f;RABA1f,RAB GTPase homolog A1F;RAB GTPase homolog A1F
AT3G51490,-1.1934575491335258,0.9046382964471481,14.842590266044766,1.1686628764726139e-4,0.0012542130301894847,TMT3,tonoplast monosaccharide transporter3
AT5G19510,-0.47922221281242505,8.952788484909485,14.834778080521346,1.1735135931391981e-4,0.0012590167227542572,NA,NA
AT2G16280,0.5548966047103526,5.422650669578635,14.827904294399797,1.1777984004355864e-4,0.001263210400620382,KCS9,3-ketoacyl-CoA synthase 9
AT2G15300,0.7209245697416595,3.922415624514768,14.822351241819273,1.181271419743143e-4,0.0012665310225337936,NA,NA
AT2G02230,-0.5182062274705939,4.446022713165133,14.792387691506605,1.2001900469894005e-4,0.0012864046557874908,AtPP2-B1;PP2-B1,phloem protein 2-B1;phloem protein 2-B1
AT1G51950,0.6376855419084302,4.814029236248259,14.78986314582424,1.2017978789142631e-4,0.0012877172298238863,IAA18,indole-3-acetic acid inducible 18
AT5G16910,0.6637339398105564,6.937356181303209,14.787420124355831,1.2033558540030574e-4,0.0012889755628374476,ATCSLD2;CSLD2,NA;cellulose-synthase like D2
AT5G65090,0.733062011212569,3.903582924172434,14.782820858803637,1.2062944379743699e-4,0.0012917114628685398,BST1;DER4;MRH3,BRISTLED 1;DEFORMED ROOT HAIRS 4;NA
AT2G40160,0.8275010442315109,3.94217187413553,14.778659514764731,1.2089594473181832e-4,0.001294152766766027,TBL30,"NA"
AT5G05790,0.7715312383242691,5.302824458936129,14.764736256462157,1.217919350263914e-4,0.0013030043320282037,NA,NA
AT1G08440,5.412743061811541,-2.4423177076209073,14.764605406994269,1.2180038708709565e-4,0.0013030043320282037,NA,NA
AT4G36890,0.36565672869862637,5.883419340434688,14.763458622283704,1.2187448750552199e-4,0.0013033820907576543,IRX14,irregular xylem 14
AT1G25260,-0.5326492080660754,6.650537044239638,14.759638574513808,1.2212165048670548e-4,0.0013052730301437163,NA,NA
AT3G12090,0.422861618915257,4.710820912961874,14.75952521812562,1.2212899252341658e-4,0.0013052730301437163,TET6,tetraspanin6
AT5G62560,0.4000584065688419,6.3455637432267835,14.75738929740704,1.222674181387843e-4,0.0013063369743400413,PUB41,Plant U-box 41
AT1G65032,-0.7579092395155049,2.5721459281098404,14.750124993985889,1.2273938916973834e-4,0.0013106327744589596,NA,NA
AT2G07728,-3.6566883834322526,-1.567936123697143,14.750000473016712,1.2274749542355652e-4,0.0013106327744589596,NA,NA
AT4G29210,0.5190179110066078,6.161247749224543,14.739771072967605,1.2341526834345565e-4,0.0013171622398185528,GGT3;GGT4,gamma-glutamyl transpeptidase 3;gamma-glutamyl transpeptidase 4
AT1G07590,-1.0415727501062222,10.873603871038426,14.739432827840801,1.2343741126089587e-4,0.0013171622398185528,NA,NA
AT4G25810,0.8817171488539667,3.4984807591162896,14.733722210957868,1.2381185605283114e-4,0.0013207384085991212,XTH23;XTR6,xyloglucan endotransglucosylase/hydrolase 23;xyloglucan endotransglycosylase 6
AT5G07660,-0.7620866680613452,2.169545049364956,14.725111878447642,1.2437859795447312e-4,0.001326362947783626,SMC6A,structural maintenance of chromosomes 6A
AT3G24770,-0.7031320849515141,4.431986242538718,14.710519243250179,1.2534507196320055e-4,0.001336245275414805,CLE41,CLAVATA3/ESR-RELATED 41
AT1G30640,0.5180090099900326,4.819288185054192,14.708687937454426,1.254668925349471e-4,0.0013371197345256238,NA,NA
AT5G39380,0.5138192472095066,4.33933442093858,14.696933961116095,1.2625162311740822e-4,0.0013450561318931993,NA,NA
AT4G19020,0.4854842740797606,5.1549559070038,14.689571428222271,1.2674568271335543e-4,0.001349891737094824,CMT2,chromomethylase 2
AT3G60180,0.4876807248464109,3.3435584818563,14.686464403864424,1.2695476180841003e-4,0.001351690084374586,NA,NA
AT3G22800,-0.6088513346407026,6.817361600530967,14.679549971851877,1.2742129744143605e-4,0.0013562275694099252,NA,NA
AT2G30615,-2.605280782585459,-0.4454888533883356,14.659685211163318,1.2877125176614628e-4,0.0013701620018511864,NA,NA
AT4G36610,1.984105434587194,5.20190285052705,14.655050279824565,1.2908829502610058e-4,0.0013728867634756135,NA,NA
AT3G11402,0.7102954243875756,3.3803616390818325,14.654747312210137,1.2910904626459553e-4,0.0013728867634756135,NA,NA
AT4G26580,0.8983582443175475,2.676059049130668,14.651302093279352,1.2934525688801547e-4,0.0013749634046033206,NA,NA
AT4G35300,0.5951323635113682,6.156069858040183,14.642313008289669,1.299636158179453e-4,0.0013810997529141676,TMT2,tonoplast monosaccharide transporter2
AT4G22758,0.8308772554575001,2.7493035565141013,14.641199135840461,1.300404460273717e-4,0.001381479313124168,NA,NA
AT3G12080,-0.49438031291026424,4.050999652665917,14.63975660070295,1.3014001395677432e-4,0.0013821001102956797,DER;emb2738;EngA-1,NA;embryo defective 2738;NA
AT3G23290,-1.2194090137322757,3.002578934673934,14.636940075936833,1.3033463988147692e-4,0.0013837297217369313,LSH4,LIGHT SENSITIVE HYPOCOTYLS 4
AT2G25735,-1.1914857211950742,2.449930152395133,14.630323356252735,1.307930183584115e-4,0.001388157613038327,NA,NA
AT2G37220,-0.4317596259212072,5.926713375456862,14.62897172249238,1.308868532972582e-4,0.0013887148861681305,NA,NA
AT3G06125,0.9905569455613766,2.626953749286976,14.62322685737526,1.3128643786646036e-4,0.001392514799617677,sORF22,short open reading frame 22
AT1G73860,0.8108785604927479,4.501329290727813,14.617208997841201,1.3170632773195962e-4,0.0013965276189489765,NA,NA
AT3G03700,0.8246022455700213,4.01183081997159,14.615097621348426,1.318539669926077e-4,0.0013973309603693208,NA,NA
AT1G18980,0.8434748580676085,4.822700318857789,14.614936215267718,1.3186526026222e-4,0.0013973309603693208,NA,NA
AT5G24110,-1.407214887949811,1.517168937680495,14.610601043013213,1.3216894843442168e-4,0.0014001075048213863,ATWRKY30;WRKY30,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 30;WRKY DNA-binding protein 30
AT5G63310,-0.4989697781282949,4.197530370726439,14.604539219809798,1.3259477326455995e-4,0.001404108448149536,ATNDPK2;NDPK IA;NDPK IA IA;NDPK1A;NDPK2,ARABIDOPSIS NUCLEOSIDE DIPHOSPHATE KINASE 2;NUCLEOSIDE DIPHOSPHATE KINASE IA;NA;NDP KINASE 1A;nucleoside diphosphate kinase 2
AT3G24630,1.233430818171281,1.50920461929396,14.604035687490668,1.3263020696466362e-4,0.001404108448149536,TRM34,TON1 Recruiting Motif 34
AT2G42960,0.6316015023222047,3.646262240919508,14.601777706242856,1.3278921895328467e-4,0.0014053490819742587,NA,NA
AT1G30850,1.1764586941364565,2.137122231959434,14.581222468121029,1.3424561946241318e-4,0.001419889846409416,RSH4,root hair specific 4
AT3G01600,-1.4635249906372647,1.3365043724550916,14.581193754999866,1.3424766508073074e-4,0.001419889846409416,anac044;NAC044,NAC domain containing protein 44;NAC domain containing protein 44
AT5G48560,0.4629792982241978,6.394004319230991,14.577851326809212,1.344860053713654e-4,0.0014219631065099496,CIB2,CRY2-interacting bHLH 2
AT2G35730,0.8284363678656829,2.7022479426414554,14.574497755102524,1.3472556843373767e-4,0.00142375835870187,NA,NA
AT4G37800,-0.8808782614601197,4.83057418372863,14.574288390471592,1.3474053867841042e-4,0.00142375835870187,XTH7,xyloglucan endotransglucosylase/hydrolase 7
AT1G67460,-2.517574103242487,-0.651201712497681,14.568708275085967,1.3514015263019807e-4,0.0014275320366802626,NA,NA
AT2G14100,-0.4564186395787705,5.701607385665392,14.562235982989804,1.3560515377666934e-4,0.0014318185675427245,CYP705A13,"cytochrome P450, family 705, subfamily A, polypeptide 13"
AT1G10110,1.6531696710778778,0.3027716527383208,14.561874557351107,1.3563116780216926e-4,0.0014318185675427245,AtFDB1,F-Box/DUF295 Brassiceae-specific 1
AT5G14370,1.0919046293880386,1.6686002929712933,14.56124257055939,1.356766678520712e-4,0.001431849055642367,NA,NA
AT1G67860,-0.9739313110251396,1.5715617125612527,14.558650019692493,1.3586348009471337e-4,0.0014333703793226245,NA,NA
AT1G52710,-0.6096553301812426,4.495781034278615,14.557488393283272,1.3594726776176852e-4,0.0014335665252730432,NA,NA
AT1G53510,-0.4961516527296932,6.321402804342609,14.557209412962969,1.3596739825144898e-4,0.0014335665252730432,ATMPK18;MPK18,ARABIDOPSIS THALIANA MAP KINASE 18;mitogen-activated protein kinase 18
AT2G34350,0.7719413634249261,3.0749834482095957,14.547875379787147,1.3664265042852283e-4,0.0014402341090650015,NA,NA
AT1G75160,1.202432647758077,0.8760782039064741,14.539447367515914,1.372552585887161e-4,0.0014459608985070527,BDR9,Boundary of ROP domain9
AT5G47050,-0.5815835234841631,5.908914975647894,14.539216956255375,1.372720453019909e-4,0.0014459608985070527,NA,NA
AT1G64000,2.76724301944099,1.5470334245730857,14.53232404826418,1.3777518815307878e-4,0.0014508059769099823,ATWRKY56;WRKY56,NA;WRKY DNA-binding protein 56
AT5G19880,6.605007829698858,-1.2942260051067955,14.52633602655235,1.3821378640260266e-4,0.0014549685622494532,NA,NA
AT3G20230,-0.6231165953050128,3.5237383507468056,14.52085902260841,1.3861618554085215e-4,0.0014587475936560332,NA,NA
AT4G12000,0.6286331662856236,2.7216075770834136,14.519091281100724,1.3874631432205558e-4,0.00145965987910135,NA,NA
AT5G19490,1.3575103900823864,0.5253347587649413,14.507176234136859,1.3962663116708318e-4,0.0014684613647813235,NA,NA
AT5G03650,0.45903770929263743,4.570449536688073,14.500056627046122,1.4015532946515808e-4,0.0014735605070989493,SBE2.2,starch branching enzyme 2.2
AT3G63360,1.6070730780304672,1.5413668065250612,14.498878269030348,1.4024302792295685e-4,0.001474021340089833,NA,NA
AT1G12150,1.1600414717183378,2.4304617290878823,14.496379789680189,1.404291582872414e-4,0.0014755161278198518,NA,NA
AT3G19150,0.5575900481629494,3.5900869219388203,14.487661452963629,1.410806026567948e-4,0.001481897596271841,ACK1;AtKRP6;ICK4;KRP6,ARABIDOPSIS CDK INHIBITOR 1;NA;NA;KIP-related protein 6
AT5G24470,-1.1886285991098673,4.871999667501807,14.482501328254635,1.4146760578321807e-4,0.0014854982779774041,APRR5;PRR5,pseudo-response regulator 5;pseudo-response regulator 5
AT4G27830,-0.6344241256772316,4.184428661122539,14.479214795094137,1.417146488202301e-4,0.001487627500673968,AtBGLU10;BGLU10,NA;beta glucosidase 10
AT1G27020,-1.2949527160972505,4.3351415719702375,14.476321470435167,1.419324945565025e-4,0.0014894489950304799,NA,NA
AT1G09270,0.4115546873069773,6.983350116074777,14.470734095066662,1.42354136933594e-4,0.001493407339757298,IMPA-4,importin alpha isoform 4
AT5G62610,0.4021255702277699,4.922114198312165,14.46614320756596,1.427015246507233e-4,0.0014965844667021236,NA,NA
AT2G46200,-0.5290539080432749,3.926817175634423,14.463362649877105,1.4291234149912618e-4,0.0014983277688154877,NA,NA
AT2G24090,-0.6757455401590483,3.460227527605108,14.461773286220934,1.430329849966062e-4,0.0014991248789319905,PRPL35,plastid ribosomal protein L35
AT3G45210,-0.7118644683076673,4.703890866704016,14.45298640571015,1.4370182193210624e-4,0.001505665301079711,NA,NA
AT1G44170,0.5303654188847721,6.861783245541017,14.451521312534537,1.4381364733733818e-4,0.0015063672624155977,ALDH3H1;ALDH4,aldehyde dehydrogenase 3H1;aldehyde dehydrogenase 4
AT1G73300,-1.2154932787398298,4.576852519175314,14.448222428322055,1.4406576042322813e-4,0.0015082595934555688,scpl2,serine carboxypeptidase-like 2
AT4G16780,-0.4335334498674156,4.772562924601909,14.447982929264253,1.4408408115565668e-4,0.0015082595934555688,ATHB-2;ATHB2;HAT4;HB-2,homeobox protein 2;ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 2;NA;homeobox protein 2
AT2G18940,-0.5109276270820131,3.7745093703215207,14.446717660318761,1.44180908175673e-4,0.0015088031381248722,NA,NA
AT1G70210,0.8228536587891604,5.489944189919971,14.445407643910187,1.442812286127567e-4,0.0015093828903629672,ATCYCD1;1;CYCD1;1,NA;CYCLIN D1;1
AT1G01225,0.5523306625872475,3.241199842478532,14.443170156759507,1.4445273688684217e-4,0.0015107067740030098,NA,NA
AT3G47530,0.8335197820767857,2.6797030018363,14.43883445323925,1.4478566254361028e-4,0.0015137174339733643,NA,NA
AT2G46870,1.9173006916738555,0.3196998655635398,14.436585601292446,1.4495864931822057e-4,0.00151505459856636,NGA1,NGATHA1
AT1G67635,3.323164332780449,-1.162268938837534,14.433962679024969,1.4516067335830482e-4,0.001516694324062736,NA,NA
AT3G04060,0.7245260287886893,5.600106806017931,14.414241044272252,1.4668879066112174e-4,0.0015321842535887514,anac046;NAC046,NAC domain containing protein 46;NAC domain containing protein 46
AT1G12230,-0.37917310311181357,6.577201228878222,14.409763323287045,1.4703799411328963e-4,0.0015353544680530636,NA,NA
AT4G14560,-0.8085330141851976,2.7168693416977403,14.408642239011726,1.4712555491484816e-4,0.001535791517939959,AXR5;IAA1,AUXIN RESISTANT 5;indole-3-acetic acid inducible 1
AT1G60190,-1.096689962818202,1.902063968497179,14.407389112355176,1.4722349085679101e-4,0.001536336565145929,AtPUB19;PUB19,NA;plant U-box 19
AT5G04150,1.8726250363049748,1.0744733797050787,14.403613843388865,1.4751893742321655e-4,0.0015389417371297492,BHLH101,"NA"
AT1G22700,-0.5208644632749175,3.6246246634398256,14.401904939343769,1.4765286975873404e-4,0.0015398608720152021,PYG7,"NA"
AT5G03240,0.5984262983325407,10.159252331972288,14.401267944930396,1.4770282439055044e-4,0.0015399039110056707,UBQ3,polyubiquitin 3
AT5G01881,-1.0673794271046952,1.444678558875578,14.397625992901826,1.4798876199155012e-4,0.0015424064455459266,NA,NA
AT1G34670,1.8956304219383835,4.23444969529777,14.393940229044773,1.4827870685033196e-4,0.0015449491806464664,AtMYB93;MYB93,myb domain protein 93;myb domain protein 93
AT5G52720,-3.3339242286066946,3.947687391064318,14.391136873134712,1.4849961900325153e-4,0.0015467712950239486,NA,NA
AT3G44890,-0.5950457707329697,3.7579660832025956,14.384026168815426,1.490614496426143e-4,0.0015521421849678107,RPL9,ribosomal protein L9
AT5G37990,1.1728108148922933,5.725849239408622,14.374511202407465,1.4981659555564312e-4,0.0015595220705888228,CIMT1,"NA"
AT1G27760,0.6203090306467846,6.127929963744655,14.372146571740943,1.5000485900862201e-4,0.0015609982262024518,ATSAT32;SAT32,SALT-TOLERANCE 32;SALT-TOLERANCE 32
AT5G16030,-1.411682210002104,0.6058888678556664,14.350175816050797,1.5176552214662178e-4,0.001578831292622534,NA,NA
AT4G31590,0.5438975000442312,5.915458261630181,14.3382508991669,1.527298427514606e-4,0.0015883714565566634,ATCSLC05;ATCSLC5;CSLC05;CSLC5,CELLULOSE-SYNTHASE LIKE C5;Cellulose-synthase-like C5;CELLULOSE-SYNTHASE LIKE C5;Cellulose-synthase-like C5
AT4G35290,0.532620955425928,3.248151687744619,14.336185434745442,1.5289749446311063e-4,0.0015896230225709912,ATGLR3.2;ATGLUR2;GLR3.2;GLUR2,NA;NA;GLUTAMATE RECEPTOR 3.2;glutamate receptor 2
AT2G22900,0.4516784860141818,5.42515830501116,14.326177148431302,1.5371248551005888e-4,0.0015976018985799562,MAGT1;MUCI10,MANNAN &#945;151 GALACTOSYL TRANSFERASE1;MUCILAGE-RELATED10
AT1G65730,0.7211683437153826,3.120904858104783,14.317569220713239,1.5441694156287825e-4,0.0016044273563376114,YSL7,YELLOW STRIPE like 7
AT5G02760,-1.6956440222852225,1.248932965493667,14.315559248224304,1.5458190145866047e-4,0.0016056448385823523,APD7;SSPP,Arabidopsis Pp2c clade D 7;SENESCENCE-SUPPRESSED 51 PROTEIN PHOSPHATASE
