"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"6521","BraA04g027700.3C",-0.666112074738794,0.560709266763505,2.50780844244427,0.11328337323798,0.414963157759844,"AT2G39420","MAGL8","alpha/beta-Hydrolases superfamily protein",88.155
"6522","BraA09g008780.3C",0.16895816403321,6.21526253511629,2.50764745802596,0.113294947878002,0.414963157759844,"AT5G65780","ATBCAT-5","branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)",85.079
"6523","BraA10g032260.3C",0.396528934245985,2.79071335481179,2.50699798384059,0.113341657745453,0.41507059945169,"AT5G04040","SDP1","Patatin-like phospholipase family protein",80.89
"6524","BraA01g001500.3C",-0.287524485692693,5.22269146648954,2.5049487873187,0.113489174138699,0.415509680651258,"AT4G37400","CYP81F3",NA,88.101
"6525","BraA06g034080.3C",0.290228007555871,6.2921037479162,2.50484926289215,0.113496344032546,0.415509680651258,"AT5G27380","AtGSH2","glutathione synthetase 2",86.101
"6526","BraA07g017430.3C",-0.245214398073498,3.80094415753156,2.5035213614253,0.113592055895893,0.415705978486924,"AT5G66540",NA,NA,87.919
"6527","BraA08g028680.3C",-0.330171825438698,2.66800278618917,2.50342187894435,0.113599229929089,0.415705978486924,"AT4G26190",NA,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",80.366
"6528","BraA03g032860.3C",0.633054688594673,0.131391486137394,2.50315215649212,0.11361868308078,0.415705978486924,"AT3G06660",NA,"PAPA-1-like family protein / zinc finger (HIT type) family protein",89.024
"6529","BraA07g023830.3C",0.274515244932167,2.1548919249461,2.5031379360292,0.113619708802972,0.415705978486924,"AT3G59280","AtPAM16",NA,87.086
"6530","BraA05g027200.3C",-0.489921659185377,3.10987899862531,2.50289859241561,0.113636974192884,0.415705978486924,"AT3G20100","CYP705A19",NA,77.048
"6531","BraA03g035910.3C",-0.170815796891717,4.48730403498257,2.50262229919656,0.113656908590936,0.415715239996979,"AT3G13410",NA,NA,87.797
"6532","BraA10g032700.3C",-0.1911018834513,4.95399136524217,2.50140772265532,0.113744585323746,0.415972237326031,"AT5G03300","ADK2","adenosine kinase 2",94.094
"6533","BraA05g004860.3C",0.325097086007636,3.69209730910264,2.50104901908025,0.113770493345885,0.41600329787946,"AT2G45070","SEC61 BETA","Preprotein translocase Sec, Sec61-beta subunit protein",86.434
"6534","BraA06g015580.3C",0.83956529503383,-0.10925086685552,2.50027863971317,0.113826157396629,0.416034954625973,"AT1G19970",NA,"ER lumen protein retaining receptor family protein",85.104
"6535","BraA10g022880.3C",0.160456138487429,6.1847876254303,2.49984620424458,0.113857416339896,0.416034954625973,"AT5G17000",NA,"Zinc-binding dehydrogenase family protein",87.729
"6536","BraA06g026510.3C",-0.294137240841767,3.1130331543991,2.49983771740419,0.113858029912611,0.416034954625973,"AT5G62900",NA,NA,87.321
"6537","BraA03g033770.3C",-0.199697757143195,7.56639966371275,2.49972137574014,0.11386644142813,0.416034954625973,"AT3G09630","SAC56","Ribosomal protein L4/L1 family",83.374
"6538","BraA06g012760.3C",0.155615931071029,5.20384298765206,2.49957329433082,0.113877148721765,0.416034954625973,"AT1G16900","EBS3","Alg9-like mannosyltransferase family",89.508
"6539","BraA06g017920.3C",0.162959411721198,9.51281445387669,2.49930690910552,0.113896412980892,0.416034954625973,"AT3G49120","ATPCB","peroxidase CB",87.981
"6540","BraA03g002210.3C",-0.210138546487763,7.43105699393988,2.49880436399765,0.113932765467164,0.416034954625973,"AT5G05740","ATEGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2",84.026
"6541","BraA01g034990.3C",0.137795211489781,6.32571310422396,2.49877483896743,0.113934901610074,0.416034954625973,"AT3G17650","PDE321",NA,85.535
"6542","BraA02g032600.3C",-0.159946427392062,10.8508492963246,2.4987611011276,0.113935895561082,0.416034954625973,"AT5G46110","APE2","Glucose-6-phosphate/phosphate translocator-related",85.55
"6543","BraA02g021800.3C",0.209091544996345,8.61198554089918,2.49815484764585,0.113979768329052,0.416104973061673,"AT1G73500","ATMKK9","MAP kinase kinase 9",81.624
"6544","BraA07g016480.3C",-0.292328088671455,3.69704359178518,2.49795688041748,0.113994098664523,0.416104973061673,"AT5G67420","ASL39","LOB domain-containing protein 37",82.497
"6545","BraA01g044480.3C",-0.296200356953087,2.83355566137536,2.49777414886027,0.114007327892191,0.416104973061673,"AT3G02250","RRT2",NA,89.426
"6546","BraA01g044890.3C",-0.307204662874229,3.69783427073305,2.4973060634794,0.114041223620267,0.416165100800632,"AT3G01390","AVMA10","vacuolar membrane ATPase 10",88.889
"6547","BraA07g034650.3C",-0.447659079452174,1.9172692136278,2.49604456394237,0.114132628627684,0.416309056324579,"AT1G69780","ATHB13","Homeobox-leucine zipper protein family",88.814
"6548","BraA09g019970.3C",0.12716630340438,6.24713853010664,2.49587511374214,0.114144912705628,0.416309056324579,"AT5G43830",NA,"Aluminium induced protein with YGL and LRDR motifs",83.152
"6549","BraA07g041150.3C",-0.184983332078664,6.71730095911255,2.49575935048826,0.114153305654472,0.416309056324579,"AT1G78040",NA,"Pollen Ole e 1 allergen and extensin family protein",80.488
"6550","BraA10g018950.3C",0.175329382763281,5.9566386962904,2.49549726754159,0.11417230943806,0.416309056324579,"AT5G22450",NA,NA,88.97
"6551","BraA05g016230.3C",-0.305333126412271,2.70451531537637,2.4948183244536,0.114221556213903,0.416309056324579,"AT1G55340",NA,"Protein of unknown function (DUF1639)",87.864
"6552","BraA02g000130.3C",0.260552498988208,4.62303986561643,2.49479937207174,0.114222931250851,0.416309056324579,"AT5G01750",NA,"Protein of unknown function (DUF567)",85.758
"6553","BraA10g015210.3C",0.242474678668523,3.59440418932194,2.49478949180131,0.11422364809342,0.416309056324579,"AT5G57320","VLN5","villin, putative",90.476
"6554","BraA07g021590.3C",-0.843877417232421,0.0969628630807099,2.49469910878154,0.114230205876577,0.416309056324579,"AT3G54120",NA,NA,85.131
"6555","BraA07g039640.3C",-0.380295329227624,3.78330602727087,2.4945983160268,0.11423751943267,0.416309056324579,"AT1G76160","sks5","SKU5 similar 5",88.192
"6556","BraA07g025840.3C",0.258482504314327,2.54972110349391,2.49394934095799,0.114284621648527,0.416397380855571,"AT1G80510",NA,"Transmembrane amino acid transporter family protein",81.047
"6557","BraA03g048820.3C",0.455978010953468,1.54708316828315,2.49378409323641,0.114296618648274,0.416397380855571,"AT4G19470",NA,NA,82.335
"6558","BraA10g005550.3C",-0.191703518195492,5.44633426616603,2.49343979301412,0.114321619337527,0.416424953146517,"AT1G06900",NA,"Insulinase (Peptidase family M16) family protein",89.089
"6559","BraA03g001180.3C",-0.215262382282341,5.10786609559054,2.49220306180894,0.114411471911147,0.416523582914206,"AT5G03555","AtNCS1","permease, cytosine/purines, uracil, thiamine, allantoin family protein",84.889
"6560","BraA06g028640.3C",-0.300472007214602,2.64508582973716,2.49158042824324,0.114456737752441,0.416523582914206,"AT5G65205",NA,"NAD(P)-binding Rossmann-fold superfamily protein",86.651
"6561","BraA04g010400.3C",0.239507875568484,4.05890179083035,2.49155840292813,0.114458339367991,0.416523582914206,"AT5G37540",NA,"Eukaryotic aspartyl protease family protein",83.779
"6562","BraA02g031590.3C",0.178229105235366,4.71053602409736,2.49143871671854,0.114467043026058,0.416523582914206,"AT5G45190",NA,"Cyclin family protein",83.902
"6563","BraA06g032120.3C",-0.346078196828754,2.18195049271049,2.49128699700215,0.114478077230465,0.416523582914206,"AT5G24800","ATBZIP9","basic leucine zipper 9",84.835
"6564","BraA03g060900.3C",0.220481754392026,5.62239448815314,2.49126732055967,0.114479508336002,0.416523582914206,"AT4G37640","ACA2",NA,88.093
"6565","BraA01g034150.3C",-0.166840626945804,7.30628776915892,2.4912166838391,0.114483191332883,0.416523582914206,"AT3G18780","ACT2","actin 2",91.975
"6566","BraA04g001480.3C",0.204287279692878,5.64464877725808,2.49114798259914,0.114488188438324,0.416523582914206,"AT3G60860","BIG2",NA,88.716
"6567","BraA04g030700.3C",0.212270844557166,5.19163729135099,2.49088974236171,0.114506974147628,0.416528490701773,"AT2G45340",NA,"Leucine-rich repeat protein kinase family protein",88.633
"6568","BraA10g012220.3C",-0.387883873995391,1.49915557961158,2.49029983824998,0.114549899529558,0.416621193660486,"AT5G54100","AtSLP2","SPFH/Band 7/PHB domain-containing membrane-associated protein family",87.882
"6569","BraA10g028330.3C",0.183748846607539,5.78166619364257,2.48978820311719,0.114587143907577,0.416682407530586,"AT5G05410","DREB2","DRE-binding protein 2A",73.726
"6570","BraA06g020960.3C",0.442880787112813,1.40422834665227,2.48958943760655,0.114601616605658,0.416682407530586,"AT3G45400",NA,NA,82.911
"6571","BraA03g004890.3C",0.213643352765808,4.02188769450024,2.48924363440307,0.114626800353479,0.41671054738151,"AT5G11840",NA,"Protein of unknown function (DUF1230)",85.409
"6572","BraA08g027910.3C",0.151192586736443,6.67851296380449,2.4884759182573,0.114682732501488,0.41675227154658,"AT1G20220",NA,"Alba DNA/RNA-binding protein",74.803
"6573","BraA02g039300.3C",-0.241445179391706,4.81220551464289,2.48846290677781,0.114683680715408,0.41675227154658,"AT5G47890",NA,"NADH-ubiquinone oxidoreductase B8 subunit, putative",84.175
"6574","BraA01g000700.3C",0.246373206432186,6.04767033602775,2.48817670695087,0.114704539766822,0.41675227154658,"AT4G39800","ATIPS1","myo-inositol-1-phosphate synthase 1",91.211
"6575","BraA09g001360.3C",-0.534186619647468,0.959524967062293,2.48802010853247,0.114715954873026,0.41675227154658,"AT4G03370",NA,NA,76.382
"6576","BraA03g013330.3C",-0.320607747540439,3.02130326539869,2.48788906544867,0.114725508108268,0.41675227154658,"AT5G55620",NA,NA,89.216
"6577","BraA03g054720.3C",0.164075467997666,5.05922812480857,2.48764364257887,0.114743402160543,0.416753898557253,"AT4G28880","ckl3","casein kinase I-like 3",88.758
"6578","BraA09g063300.3C",-0.228357818521629,3.20887991248248,2.48725878108677,0.114771469036372,0.416792467671153,"AT1G07480",NA,"Transcription factor IIA, alpha/beta subunit",87.76
"6579","BraA01g029430.3C",-0.230884891248181,4.83555332334402,2.48668919910232,0.114813020961684,0.416879988559463,"AT4G02690","AtLFG3",NA,84.091
"6580","BraA08g020820.3C",-0.153879262567808,7.94744210316737,2.48607307244007,0.114857987081975,0.416951276011025,"AT4G35450","AFT","ankyrin repeat-containing protein 2",80.502
"6581","BraA06g023820.3C",-0.195304335463598,5.25569592945456,2.48594189596614,0.114867563104008,0.416951276011025,"AT3G46630",NA,NA,81.728
"6582","BraA06g034310.3C",-0.487838185210255,2.92147686356586,2.48569500374455,0.114885588887591,0.416953349642477,"AT5G28150",NA,"Plant protein of unknown function (DUF868)",86.78
"6583","BraA07g024870.3C",0.195090564010089,3.88303198115457,2.48517478362841,0.114923580758857,0.417027874398843,"AT3G61800",NA,NA,84.501
"6584","BraA10g005400.3C",-0.205605270225155,8.678806566301,2.48300835384599,0.115081945064543,0.417472116875865,"AT1G06680","OE23","photosystem II subunit P-1",91.772
"6585","BraA03g052940.3C",0.240642696774226,4.44677539482327,2.48300460696407,0.115082219167132,0.417472116875865,"AT4G26070","ATMEK1","MAP kinase/ ERK kinase 1",87.006
"6586","BraA05g041300.3C",-0.226043115017995,5.52678518505714,2.48278299062451,0.115098432758893,0.417472116875865,"AT3G02570","MEE31",NA,88.88
"6587","BraA07g032430.3C",0.219157881405829,5.97270805891001,2.48192643242102,0.115161122800187,0.417525268543935,"AT5G46260",NA,"disease resistance protein (TIR-NBS-LRR class) family",71.195
"6588","BraA03g029170.3C",0.459904556313239,1.67918397944028,2.4818143643834,0.115169327656392,0.417525268543935,"AT2G21450","CHR34","chromatin remodeling 34",74.155
"6589","BraA09g002460.3C",-0.649568233474623,0.384732810639124,2.48165613746621,0.115180913048722,0.417525268543935,"AT4G01550","ANAC069","NAC domain containing protein 69",71.734
"6590","BraA02g030470.3C",0.145841293073819,6.24391944823765,2.4816276279219,0.115183000657424,0.417525268543935,"AT5G43130","TAF4","TBP-associated factor 4",83.589
"6591","BraA10g030570.3C",0.81931243952854,0.454396461534575,2.48086752793984,0.115238674305307,0.417663700774568,"AT5G08260","scpl35","serine carboxypeptidase-like 35",79.024
"6592","BraA04g013550.3C",-0.672710131748654,0.634040115046366,2.48030095844578,0.115280192096603,0.417710572211014,"AT5G40960",NA,"Protein of unknown function (DUF 3339)",91.304
"6593","BraA06g044360.3C",-0.295535825740679,3.2203064777869,2.48021381805873,0.115286579143805,0.417710572211014,"AT4G39400","ATBRI1",NA,85.865
"6594","BraA05g018670.3C",-0.667491652062706,0.494402524826219,2.47973486294836,0.11532169163961,0.417752187637179,"AT1G50910",NA,NA,78.592
"6595","BraA09g046610.3C",0.595313821918599,0.658607181915475,2.47953454568891,0.115336380521833,0.417752187637179,"AT4G13820",NA,NA,73.562
"6596","BraA01g006790.3C",0.55158963518764,0.710421373047527,2.47934162877014,0.115350528702898,0.417752187637179,"AT4G30980","DROP2",NA,82.012
"6597","BraA02g011820.3C",0.21883311081547,4.23867944883998,2.47884094368917,0.115387256985968,0.417818861470482,"AT5G58070","ATTIL","temperature-induced lipocalin",85.827
"6598","BraA10g019620.3C",-0.287629890553321,4.21480824932314,2.47861384514331,0.115403920293965,0.417818861470482,"AT5G21060",NA,"Glyceraldehyde-3-phosphate dehydrogenase-like family protein",90.177
"6599","BraA03g036800.3C",0.140322368717877,4.62083223911255,2.47782436870041,0.115461868628137,0.417924369901262,"AT3G15090",NA,NA,83.924
"6600","BraA02g002890.3C",-0.196659203107636,4.77872795597851,2.47774014485673,0.115468052635144,0.417924369901262,"AT5G09230","AtSRT2","sirtuin 2",84.186
"6601","BraA06g016740.3C",-0.201651474442191,3.40676996722792,2.47676240921765,0.11553986813888,0.418120946841626,"AT3G09630","SAC56","Ribosomal protein L4/L1 family",86.667
"6602","BraA07g021060.3C",-0.235220534912046,6.82146702006825,2.47652189467156,0.115557541688087,0.418121562533327,"AT3G53020","RPL24",NA,88.081
"6603","BraA09g012980.3C",-0.258466479093077,2.3324597843775,2.47625242881279,0.11557734618903,0.418128985770516,"AT1G63180","UGE3","UDP-D-glucose/UDP-D-galactose 4-epimerase 3",91.004
"6604","BraA02g039990.3C",-0.578768221056886,1.43542696020975,2.47601770011725,0.115594600721219,0.418128985770516,"AT5G49100",NA,NA,81.261
"6605","BraA01g015390.3C",-0.278632440840377,5.12603090345586,2.4746973368915,0.115691711510015,0.418416896979747,"AT4G24620","PGI","phosphoglucose isomerase 1",87.024
"6606","BraA07g016690.3C",0.142689611702533,7.6519284439764,2.47426036517018,0.115723869972137,0.418429045781973,"AT5G67250","SKIP2","SKP1/ASK1-interacting protein 2",82.387
"6607","BraA03g034970.3C",0.204288834849673,7.17729892591074,2.47410737492927,0.115735131455717,0.418429045781973,"AT3G11820","AT-SYR1","syntaxin of plants 121",83.978
"6608","BraA04g009070.3C",0.419054458707413,1.60867520847609,2.47393774079962,0.115747619496286,0.418429045781973,"AT4G12840",NA,"Protein of unknown function (DUF707)",86.43
"6609","BraA02g015510.3C",-0.251929497571137,8.15559818775018,2.4732759296921,0.115796354599102,0.418541885105666,"AT5G52060","ATBAG1","BCL-2-associated athanogene 1",86.2
"6610","BraA03g022450.3C",-0.208217317584679,3.6120790945291,2.47203440638215,0.115887840240015,0.418802595895139,"AT2G42880","ATMPK20","MAP kinase 20",89.553
"6611","BraA07g005470.3C",-0.148993960472223,5.98936007367785,2.47146049287666,0.115930157869103,0.418802595895139,"AT2G15290","AtTic21","translocon at inner membrane of chloroplasts 21",82.948
"6612","BraA10g011870.3C",0.210714096328786,3.53275546692285,2.47132815730565,0.115939918079509,0.418802595895139,"AT5G53540","APP1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",84.877
"6613","BraA03g058360.3C",0.377031715650359,2.41994749423004,2.47092836345579,0.115969409782328,0.418802595895139,"AT4G33905",NA,"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein",81.572
"6614","BraA09g010700.3C",-0.338802744433983,2.82396973460425,2.47071488698209,0.115985160751842,0.418802595895139,"AT2G16780","MSI02",NA,87.685
"6615","BraA08g020480.3C",0.120558763954634,7.12288409399284,2.47065176869625,0.115989818271016,0.418802595895139,"AT4G24220","5[beta]-StR","NAD(P)-binding Rossmann-fold superfamily protein",85.337
"6616","BraA06g001960.3C",-0.309053766214248,2.32053594540164,2.47063293703768,0.115991207905318,0.418802595895139,"AT1G52565",NA,NA,76.071
"6617","BraA06g010000.3C",-0.550871465631525,0.385116407263346,2.47000932056911,0.116037236479454,0.418854679167962,"AT5G27750",NA,"F-box/FBD-like domains containing protein",69.622
"6618","BraA03g008180.3C",-0.43864290281999,1.56185528663039,2.46996239198421,0.116040701052142,0.418854679167962,"AT5G17840",NA,"DnaJ/Hsp40 cysteine-rich domain superfamily protein",82.5
"6619","BraA02g006620.3C",-0.201743681018121,5.35483963280059,2.46925916622025,0.116092631422698,0.418950450707189,"AT5G16710","DHAR3","dehydroascorbate reductase 1",88.483
"6620","BraA07g031880.3C",0.215893469741266,5.77054923223844,2.46912813881727,0.116102310100535,0.418950450707189,"AT2G03820","AtNMD3","nonsense-mediated mRNA decay NMD3 family protein",81.942
"6621","BraA02g023240.3C",-0.571132143926599,1.61905263993753,2.4688143243353,0.116125494440835,0.418970821809796,"AT1G76160","sks5","SKU5 similar 5",86.9
"6622","BraA09g054550.3C",0.176902087186011,3.60924655780418,2.46826480406876,0.116166104832807,0.419046979439173,"AT3G43590",NA,NA,76.444
"6623","BraA07g007400.3C",-0.196637704523087,4.75731315560344,2.46788490491609,0.116194189131506,0.419046979439173,"AT2G04520",NA,NA,89.954
"6624","BraA09g025480.3C",-0.23154958306679,3.64508521708246,2.46781673548242,0.116199229395725,0.419046979439173,"AT4G04880","MAPDA","adenosine/AMP deaminase family protein",88.764
"6625","BraA02g004550.3C",-0.484858923053661,1.66728789462215,2.4675236010376,0.116220905717832,0.419061886156616,"AT5G12900",NA,NA,82.051
